allow_commercial,analysis_method,announcement_date,available_in_zeroeval,benchmark_id,benchmark_name,categories_model,country,created_at,data_type,description_x,fine_tuned_from_model_id,implementation_link,is_self_reported,knowledge_cutoff,language_model,license_id_x,max_score_model,modality_model,model_benchmark_id,model_family_id,model_id,multilingual_model,multimodal_x,name_x,normalized_score,organization_country,organization_description,organization_id_x,organization_name_x,organization_website,paper_link,param_count_x,parent_benchmark_id,provider_id,release_date_x,score,self_reported_source_link,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at,verification_date,verification_hardware,verification_notes,verification_provider_id,verified,verified_by_llmstats,website,param_count_disclosed_x,param_count_clean_x,training_tokens_disclosed_x,training_tokens_clean_x,score_clean,normalized_score_clean,license_type_x,release_year_x,release_month_x,release_year_month_x,cost_per_million_io_tokens,model_size_category_x,performance_category,name_y,organization_id_y,organization_name_y,param_count_y,param_count_clean_y,param_count_disclosed_y,training_tokens_clean_y,training_tokens_disclosed_y,multimodal_y,license_id_y,license_type_y,release_date_y,release_year_y,release_month_y,release_year_month_y,model_size_category_y,description_y,name,categories_benchmark,modality_benchmark,multilingual_benchmark,max_score_benchmark,language_benchmark,description,performance_ratio,is_general,is_code,is_math,is_reasoning,is_language,is_multimodal,is_safety,is_long_context,is_roleplay,is_agents,is_factuality,is_vision,is_multimodal_model,is_large_model,is_open_source,is_recent_model,is_2025_model,performance_tier,model_family
,"test, ANLS score",,,docvqa,DocVQA,,,2025-07-19T19:56:12.867423+00:00,benchmark_result,,,,True,,,,,,897.0,,claude-3-5-sonnet-20241022,,,,0.952,,,anthropic,,,,,,,,0.952,https://www-cdn.anthropic.com/fed9cc193a14b84131812372d8d5857f8f304c52/Model_Card_Claude_3_Addendum.pdf,,,,,,,,2025-07-19T19:56:12.867423+00:00,,,,,,False,,False,0.0,False,0.0,0.952,0.952,Unknown,,,,,Undisclosed,Excellent (90%+),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",DocVQA,"['vision', 'multimodal']",multimodal,False,1.0,en,"A dataset for Visual Question Answering on document images containing 50,000 questions defined on 12,000+ document images. The benchmark tests AI's ability to understand document structure and content, requiring models to comprehend document layout and perform information retrieval to answer questions about document images.",0.952,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,SOTA (95%+),claude
,3-shot F1 Score,,,drop,DROP,,,2025-07-19T19:56:13.018623+00:00,benchmark_result,,,,True,,,,,,959.0,,claude-3-5-sonnet-20241022,,,,0.871,,,anthropic,,,,,,,,0.871,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:13.018623+00:00,,,,,,False,,False,0.0,False,0.0,0.871,0.871,Unknown,,,,,Undisclosed,Very Good (80-89%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",DROP,"['reasoning', 'math']",text,False,1.0,en,"DROP (Discrete Reasoning Over Paragraphs) is a reading comprehension benchmark requiring discrete reasoning over paragraph content. It contains crowdsourced, adversarially-created questions that require resolving references and performing discrete operations like addition, counting, or sorting, demanding comprehensive paragraph understanding beyond paraphrase-and-entity-typing shortcuts.",0.871,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),claude
,Maj@32 5-shot CoT,,,gpqa,GPQA,,,2025-07-19T19:56:11.730271+00:00,benchmark_result,,,,True,,,,,,334.0,,claude-3-5-sonnet-20241022,,,,0.672,,,anthropic,,,,,,,,0.672,https://www-cdn.anthropic.com/fed9cc193a14b84131812372d8d5857f8f304c52/Model_Card_Claude_3_Addendum.pdf,,,,,,,,2025-07-19T19:56:11.730271+00:00,,,,,,False,,False,0.0,False,0.0,0.672,0.672,Unknown,,,,,Undisclosed,Fair (60-69%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",GPQA,"['reasoning', 'general']",text,False,1.0,en,"A challenging dataset of 448 multiple-choice questions written by domain experts in biology, physics, and chemistry. Questions are Google-proof and extremely difficult, with PhD experts reaching 65% accuracy.",0.672,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),claude
,0-shot CoT,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.104248+00:00,benchmark_result,,,,True,,,,,,1008.0,,claude-3-5-sonnet-20241022,,,,0.964,,,anthropic,,,,,,,,0.964,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:13.104248+00:00,,,,,,False,,False,0.0,False,0.0,0.964,0.964,Unknown,,,,,Undisclosed,Excellent (90%+),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",GSM8k,"['math', 'reasoning']",text,False,1.0,en,"Grade School Math 8K, a dataset of 8.5K high-quality linguistically diverse grade school math word problems requiring multi-step reasoning and elementary arithmetic operations.",0.964,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,SOTA (95%+),claude
,0-shot,,,humaneval,HumanEval,,,2025-07-19T19:56:12.673295+00:00,benchmark_result,,,,True,,,,,,802.0,,claude-3-5-sonnet-20241022,,,,0.937,,,anthropic,,,,,,,,0.937,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:12.673295+00:00,,,,,,False,,False,0.0,False,0.0,0.937,0.937,Unknown,,,,,Undisclosed,Excellent (90%+),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",HumanEval,"['reasoning', 'code']",text,False,1.0,en,"A benchmark that measures functional correctness for synthesizing programs from docstrings, consisting of 164 original programming problems assessing language comprehension, algorithms, and simple mathematics",0.937,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Excellent (90-95%),claude
,standard,,,math,MATH,,,2025-07-19T19:56:11.887521+00:00,benchmark_result,,,,True,,,,,,418.0,,claude-3-5-sonnet-20241022,,,,0.783,,,anthropic,,,,,,,,0.783,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:11.887521+00:00,,,,,,False,,False,0.0,False,0.0,0.783,0.783,Unknown,,,,,Undisclosed,Good (70-79%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",MATH,"['math', 'reasoning']",text,False,1.0,en,"MATH dataset contains 12,500 challenging competition mathematics problems from AMC 10, AMC 12, AIME, and other mathematics competitions. Each problem includes full step-by-step solutions and spans multiple difficulty levels (1-5) across seven mathematical subjects including Prealgebra, Algebra, Number Theory, Counting and Probability, Geometry, Intermediate Algebra, and Precalculus.",0.783,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),claude
,testmini,,,mathvista,MathVista,,,2025-07-19T19:56:12.108158+00:00,benchmark_result,,,,True,,,,,,535.0,,claude-3-5-sonnet-20241022,,,,0.677,,,anthropic,,,,,,,,0.677,https://www-cdn.anthropic.com/fed9cc193a14b84131812372d8d5857f8f304c52/Model_Card_Claude_3_Addendum.pdf,,,,,,,,2025-07-19T19:56:12.108158+00:00,,,,,,False,,False,0.0,False,0.0,0.677,0.677,Unknown,,,,,Undisclosed,Fair (60-69%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",MathVista,"['math', 'vision', 'multimodal']",multimodal,False,1.0,en,"MathVista evaluates mathematical reasoning of foundation models in visual contexts. It consists of 6,141 examples derived from 28 existing multimodal datasets and 3 newly created datasets (IQTest, FunctionQA, and PaperQA), combining challenges from diverse mathematical and visual tasks to assess models' ability to understand complex figures and perform rigorous reasoning.",0.677,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Fair (60-70%),claude
,0-shot CoT,,,mgsm,MGSM,,,2025-07-19T19:56:13.707042+00:00,benchmark_result,,,,True,,,,,,1293.0,,claude-3-5-sonnet-20241022,,,,0.916,,,anthropic,,,,,,,,0.916,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:13.707042+00:00,,,,,,False,,False,0.0,False,0.0,0.916,0.916,Unknown,,,,,Undisclosed,Excellent (90%+),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",MGSM,"['math', 'reasoning']",text,True,1.0,en,"MGSM (Multilingual Grade School Math) is a benchmark of grade-school math problems. Contains 250 grade-school math problems manually translated from the GSM8K dataset into ten typologically diverse languages: Spanish, French, German, Russian, Chinese, Japanese, Thai, Swahili, Bengali, and Telugu. Evaluates multilingual mathematical reasoning capabilities.",0.916,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Excellent (90-95%),claude
,5-shot CoT,,,mmlu,MMLU,,,2025-07-19T19:56:11.298011+00:00,benchmark_result,,,,True,,,,,,105.0,,claude-3-5-sonnet-20241022,,,,0.904,,,anthropic,,,,,,,,0.904,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:11.298011+00:00,,,,,,False,,False,0.0,False,0.0,0.904,0.904,Unknown,,,,,Undisclosed,Excellent (90%+),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",MMLU,"['general', 'reasoning', 'language', 'math']",text,False,1.0,en,"Massive Multitask Language Understanding benchmark testing knowledge across 57 diverse subjects including STEM, humanities, social sciences, and professional domains",0.904,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Excellent (90-95%),claude
,5-shot,,,mmlu-pro,MMLU-Pro,,,2025-07-19T19:56:11.501331+00:00,benchmark_result,,,,True,,,,,,211.0,,claude-3-5-sonnet-20241022,,,,0.776,,,anthropic,,,,,,,,0.776,https://huggingface.co/spaces/TIGER-Lab/MMLU-Pro,,,,,,,,2025-07-19T19:56:11.501331+00:00,,,,,,False,,False,0.0,False,0.0,0.776,0.776,Unknown,,,,,Undisclosed,Good (70-79%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",MMLU-Pro,"['language', 'reasoning', 'math', 'general']",text,False,1.0,en,"A more robust and challenging multi-task language understanding benchmark that extends MMLU by expanding multiple-choice options from 4 to 10, eliminating trivial questions, and focusing on reasoning-intensive tasks. Features over 12,000 curated questions across 14 domains and causes a 16-33% accuracy drop compared to original MMLU.",0.776,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),claude
,validation,,,mmmu,MMMU,,,2025-07-19T19:56:12.201491+00:00,benchmark_result,,,,True,,,,,,584.0,,claude-3-5-sonnet-20241022,,,,0.683,,,anthropic,,,,,,,,0.683,https://www-cdn.anthropic.com/fed9cc193a14b84131812372d8d5857f8f304c52/Model_Card_Claude_3_Addendum.pdf,,,,,,,,2025-07-19T19:56:12.201491+00:00,,,,,,False,,False,0.0,False,0.0,0.683,0.683,Unknown,,,,,Undisclosed,Fair (60-69%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",MMMU,"['multimodal', 'reasoning', 'general']",multimodal,False,1.0,en,"MMMU (Massive Multi-discipline Multimodal Understanding) is a benchmark designed to evaluate multimodal models on college-level subject knowledge and deliberate reasoning. Contains 11.5K meticulously collected multimodal questions from college exams, quizzes, and textbooks, covering six core disciplines: Art & Design, Business, Science, Health & Medicine, Humanities & Social Science, and Tech & Engineering across 30 subjects and 183 subfields.",0.683,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),claude
,standard,,,osworld-extended,OSWorld Extended,,,2025-07-19T19:56:15.117020+00:00,benchmark_result,,,,True,,,,,,1814.0,,claude-3-5-sonnet-20241022,,,,0.22,,,anthropic,,,,,,,,0.22,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:15.117020+00:00,,,,,,False,,False,0.0,False,0.0,0.22,0.22,Unknown,,,,,Undisclosed,Poor (<60%),Claude 3.5 Sonnet,anthropic,Anthropic,,0.0,False,0.0,False,True,proprietary,Proprietary,2024-10-22,2024.0,10.0,2024-10,Undisclosed,"Claude 3.5 Sonnet is a powerful AI model with industry-leading software engineering skills. It excels in coding, planning, and problem-solving, with significant improvements in agentic coding and tool use tasks. The model includes computer use capabilities in public beta, allowing it to interact with computer interfaces like a human user.",OSWorld Extended,"['general', 'reasoning', 'multimodal']",multimodal,False,1.0,en,"OSWorld is a scalable, real computer environment benchmark for evaluating multimodal agents on open-ended tasks across Ubuntu, Windows, and macOS. It comprises 369 computer tasks involving real web and desktop applications, OS file I/O, and multi-application workflows. The benchmark evaluates agents' ability to interact with computer interfaces using screenshots and actions in realistic computing environments.",0.22,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),claude
